Municipios;Sexo;Periodo;Total
21039 Hinojales;Hombres;1997;""
21039 Hinojales;Hombres;1996;217
21039 Hinojales;Mujeres;2019;162
21039 Hinojales;Mujeres;2018;156
21039 Hinojales;Mujeres;2017;158
21039 Hinojales;Mujeres;2016;159
21039 Hinojales;Mujeres;2015;141
21039 Hinojales;Mujeres;2014;149
21039 Hinojales;Mujeres;2013;150
21039 Hinojales;Mujeres;2012;172
21039 Hinojales;Mujeres;2011;176
21039 Hinojales;Mujeres;2010;177
21039 Hinojales;Mujeres;2009;159
21039 Hinojales;Mujeres;2008;163
21039 Hinojales;Mujeres;2007;171
21039 Hinojales;Mujeres;2006;176
21039 Hinojales;Mujeres;2005;185
21039 Hinojales;Mujeres;2004;191
21039 Hinojales;Mujeres;2003;197
21039 Hinojales;Mujeres;2002;199
21039 Hinojales;Mujeres;2001;205
21039 Hinojales;Mujeres;2000;214
21039 Hinojales;Mujeres;1999;215
21039 Hinojales;Mujeres;1998;222
21039 Hinojales;Mujeres;1997;""
21039 Hinojales;Mujeres;1996;224
21040 Hinojos;Total;2019;3.976
21040 Hinojos;Total;2018;""
21040 Hinojos;Total;2017;""
21040 Hinojos;Total;2016;""
21040 Hinojos;Total;2015;""
21040 Hinojos;Total;2014;""
21040 Hinojos;Total;2013;""
21040 Hinojos;Total;2012;""
21040 Hinojos;Total;2011;""
21040 Hinojos;Total;2010;""
21040 Hinojos;Total;2009;""
21040 Hinojos;Total;2008;""
21040 Hinojos;Total;2007;""
21040 Hinojos;Total;2006;""
21040 Hinojos;Total;2005;""
21040 Hinojos;Total;2004;""
21040 Hinojos;Total;2003;""
21040 Hinojos;Total;2002;""
21040 Hinojos;Total;2001;""
21040 Hinojos;Total;2000;""
21040 Hinojos;Total;1999;""
21040 Hinojos;Total;1998;""
21040 Hinojos;Total;1997;""
21040 Hinojos;Total;1996;""
21040 Hinojos;Hombres;2019;1.994
21040 Hinojos;Hombres;2018;1.962
21040 Hinojos;Hombres;2017;1.955
21040 Hinojos;Hombres;2016;1.961
21040 Hinojos;Hombres;2015;1.942
21040 Hinojos;Hombres;2014;1.947
21040 Hinojos;Hombres;2013;1.947
21040 Hinojos;Hombres;2012;1.963
21040 Hinojos;Hombres;2011;1.971
21040 Hinojos;Hombres;2010;1.979
21040 Hinojos;Hombres;2009;1.968
21040 Hinojos;Hombres;2008;1.913
21040 Hinojos;Hombres;2007;1.926
21040 Hinojos;Hombres;2006;1.922
21040 Hinojos;Hombres;2005;1.878
21040 Hinojos;Hombres;2004;1.864
21040 Hinojos;Hombres;2003;1.814
21040 Hinojos;Hombres;2002;1.815
21040 Hinojos;Hombres;2001;1.783
21040 Hinojos;Hombres;2000;1.799
21040 Hinojos;Hombres;1999;1.802
21040 Hinojos;Hombres;1998;1.790
21040 Hinojos;Hombres;1997;""
21040 Hinojos;Hombres;1996;1.771
21040 Hinojos;Mujeres;2019;1.982
21040 Hinojos;Mujeres;2018;1.947
21040 Hinojos;Mujeres;2017;1.936
21040 Hinojos;Mujeres;2016;1.932
21040 Hinojos;Mujeres;2015;1.920
21040 Hinojos;Mujeres;2014;1.958
21040 Hinojos;Mujeres;2013;1.957
21040 Hinojos;Mujeres;2012;1.970
21040 Hinojos;Mujeres;2011;1.953
21040 Hinojos;Mujeres;2010;1.947
21040 Hinojos;Mujeres;2009;1.922
21040 Hinojos;Mujeres;2008;1.894
21040 Hinojos;Mujeres;2007;1.880
21040 Hinojos;Mujeres;2006;1.875
21040 Hinojos;Mujeres;2005;1.848
21040 Hinojos;Mujeres;2004;1.819
21040 Hinojos;Mujeres;2003;1.777
21040 Hinojos;Mujeres;2002;1.786
21040 Hinojos;Mujeres;2001;1.761
21040 Hinojos;Mujeres;2000;1.757
21040 Hinojos;Mujeres;1999;1.746
21040 Hinojos;Mujeres;1998;1.739
21040 Hinojos;Mujeres;1997;""
21040 Hinojos;Mujeres;1996;1.711
21041 Huelva;Total;2019;143.663
21041 Huelva;Total;2018;""
21041 Huelva;Total;2017;""
21041 Huelva;Total;2016;""
21041 Huelva;Total;2015;""
21041 Huelva;Total;2014;""
21041 Huelva;Total;2013;""
21041 Huelva;Total;2012;""
21041 Huelva;Total;2011;""
21041 Huelva;Total;2010;""
21041 Huelva;Total;2009;""
21041 Huelva;Total;2008;""
21041 Huelva;Total;2007;""
21041 Huelva;Total;2006;""
21041 Huelva;Total;2005;""
21041 Huelva;Total;2004;""
21041 Huelva;Total;2003;""
21041 Huelva;Total;2002;""
21041 Huelva;Total;2001;""
21041 Huelva;Total;2000;""
21041 Huelva;Total;1999;""
21041 Huelva;Total;1998;""
21041 Huelva;Total;1997;""
21041 Huelva;Total;1996;""
21041 Huelva;Hombres;2019;69.003
21041 Huelva;Hombres;2018;69.336
21041 Huelva;Hombres;2017;69.800
21041 Huelva;Hombres;2016;69.868
21041 Huelva;Hombres;2015;70.283
21041 Huelva;Hombres;2014;70.740
21041 Huelva;Hombres;2013;71.413
21041 Huelva;Hombres;2012;71.652
21041 Huelva;Hombres;2011;72.032
21041 Huelva;Hombres;2010;72.236
21041 Huelva;Hombres;2009;71.983
21041 Huelva;Hombres;2008;71.789
21041 Huelva;Hombres;2007;70.843
21041 Huelva;Hombres;2006;70.688
21041 Huelva;Hombres;2005;70.442
21041 Huelva;Hombres;2004;69.884
21041 Huelva;Hombres;2003;70.126
21041 Huelva;Hombres;2002;68.042
21041 Huelva;Hombres;2001;68.221
21041 Huelva;Hombres;2000;68.077
21041 Huelva;Hombres;1999;67.881
21041 Huelva;Hombres;1998;67.662
21041 Huelva;Hombres;1997;""
21041 Huelva;Hombres;1996;68.072
21041 Huelva;Mujeres;2019;74.660
21041 Huelva;Mujeres;2018;74.922
21041 Huelva;Mujeres;2017;75.315
21041 Huelva;Mujeres;2016;75.600
21041 Huelva;Mujeres;2015;76.035
21041 Huelva;Mujeres;2014;76.472
21041 Huelva;Mujeres;2013;76.688
21041 Huelva;Mujeres;2012;76.916
21041 Huelva;Mujeres;2011;76.886
21041 Huelva;Mujeres;2010;77.074
21041 Huelva;Mujeres;2009;76.823
21041 Huelva;Mujeres;2008;76.238
21041 Huelva;Mujeres;2007;75.330
21041 Huelva;Mujeres;2006;75.075
21041 Huelva;Mujeres;2005;74.708
21041 Huelva;Mujeres;2004;74.485
21041 Huelva;Mujeres;2003;74.705
21041 Huelva;Mujeres;2002;72.820
21041 Huelva;Mujeres;2001;73.113
21041 Huelva;Mujeres;2000;72.908
21041 Huelva;Mujeres;1999;72.702
21041 Huelva;Mujeres;1998;72.329
21041 Huelva;Mujeres;1997;""
21041 Huelva;Mujeres;1996;72.603
21042 Isla Cristina;Total;2019;21.264
21042 Isla Cristina;Total;2018;""
21042 Isla Cristina;Total;2017;""
21042 Isla Cristina;Total;2016;""
21042 Isla Cristina;Total;2015;""
21042 Isla Cristina;Total;2014;""
21042 Isla Cristina;Total;2013;""
21042 Isla Cristina;Total;2012;""
21042 Isla Cristina;Total;2011;""
21042 Isla Cristina;Total;2010;""
21042 Isla Cristina;Total;2009;""
21042 Isla Cristina;Total;2008;""
21042 Isla Cristina;Total;2007;""
21042 Isla Cristina;Total;2006;""
21042 Isla Cristina;Total;2005;""
21042 Isla Cristina;Total;2004;""
21042 Isla Cristina;Total;2003;""
21042 Isla Cristina;Total;2002;""
21042 Isla Cristina;Total;2001;""
21042 Isla Cristina;Total;2000;""
21042 Isla Cristina;Total;1999;""
21042 Isla Cristina;Total;1998;""
21042 Isla Cristina;Total;1997;""
21042 Isla Cristina;Total;1996;""
21042 Isla Cristina;Hombres;2019;10.639
21042 Isla Cristina;Hombres;2018;10.540
21042 Isla Cristina;Hombres;2017;10.570
21042 Isla Cristina;Hombres;2016;10.540
21042 Isla Cristina;Hombres;2015;10.515
21042 Isla Cristina;Hombres;2014;10.616
21042 Isla Cristina;Hombres;2013;10.643
21042 Isla Cristina;Hombres;2012;10.875
21042 Isla Cristina;Hombres;2011;10.885
21042 Isla Cristina;Hombres;2010;10.872
21042 Isla Cristina;Hombres;2009;10.700
21042 Isla Cristina;Hombres;2008;10.535
21042 Isla Cristina;Hombres;2007;10.364
21042 Isla Cristina;Hombres;2006;10.280
21042 Isla Cristina;Hombres;2005;9.990
21042 Isla Cristina;Hombres;2004;9.652
21042 Isla Cristina;Hombres;2003;9.532
21042 Isla Cristina;Hombres;2002;9.431
21042 Isla Cristina;Hombres;2001;9.252
21042 Isla Cristina;Hombres;2000;9.155
21042 Isla Cristina;Hombres;1999;9.065
21042 Isla Cristina;Hombres;1998;8.895
21042 Isla Cristina;Hombres;1997;""
21042 Isla Cristina;Hombres;1996;8.635
21042 Isla Cristina;Mujeres;2019;10.625
21042 Isla Cristina;Mujeres;2018;10.537
21042 Isla Cristina;Mujeres;2017;10.605
21042 Isla Cristina;Mujeres;2016;10.625
21042 Isla Cristina;Mujeres;2015;10.678
21042 Isla Cristina;Mujeres;2014;10.730
21042 Isla Cristina;Mujeres;2013;10.800
21042 Isla Cristina;Mujeres;2012;11.083
21042 Isla Cristina;Mujeres;2011;11.018
21042 Isla Cristina;Mujeres;2010;10.847
21042 Isla Cristina;Mujeres;2009;10.624
21042 Isla Cristina;Mujeres;2008;10.447
21042 Isla Cristina;Mujeres;2007;10.176
21042 Isla Cristina;Mujeres;2006;10.043
21042 Isla Cristina;Mujeres;2005;9.885
21042 Isla Cristina;Mujeres;2004;9.575
21042 Isla Cristina;Mujeres;2003;9.495
21042 Isla Cristina;Mujeres;2002;9.339
21042 Isla Cristina;Mujeres;2001;9.183
21042 Isla Cristina;Mujeres;2000;9.081
21042 Isla Cristina;Mujeres;1999;9.005
21042 Isla Cristina;Mujeres;1998;8.866
21042 Isla Cristina;Mujeres;1997;""
21042 Isla Cristina;Mujeres;1996;8.675
21043 Jabugo;Total;2019;2.250
21043 Jabugo;Total;2018;""
21043 Jabugo;Total;2017;""
21043 Jabugo;Total;2016;""
21043 Jabugo;Total;2015;""
21043 Jabugo;Total;2014;""
21043 Jabugo;Total;2013;""
21043 Jabugo;Total;2012;""
21043 Jabugo;Total;2011;""
21043 Jabugo;Total;2010;""
21043 Jabugo;Total;2009;""
21043 Jabugo;Total;2008;""
21043 Jabugo;Total;2007;""
21043 Jabugo;Total;2006;""
21043 Jabugo;Total;2005;""
21043 Jabugo;Total;2004;""
21043 Jabugo;Total;2003;""
21043 Jabugo;Total;2002;""
21043 Jabugo;Total;2001;""
21043 Jabugo;Total;2000;""
21043 Jabugo;Total;1999;""
21043 Jabugo;Total;1998;""
21043 Jabugo;Total;1997;""
21043 Jabugo;Total;1996;""
21043 Jabugo;Hombres;2019;1.132
21043 Jabugo;Hombres;2018;1.136
21043 Jabugo;Hombres;2017;1.128
21043 Jabugo;Hombres;2016;1.137
21043 Jabugo;Hombres;2015;1.146
21043 Jabugo;Hombres;2014;1.169
21043 Jabugo;Hombres;2013;1.170
21043 Jabugo;Hombres;2012;1.163
21043 Jabugo;Hombres;2011;1.171
21043 Jabugo;Hombres;2010;1.193
21043 Jabugo;Hombres;2009;1.202
21043 Jabugo;Hombres;2008;1.198
21043 Jabugo;Hombres;2007;1.212
21043 Jabugo;Hombres;2006;1.226
21043 Jabugo;Hombres;2005;1.226
21043 Jabugo;Hombres;2004;1.249
21043 Jabugo;Hombres;2003;1.256
21043 Jabugo;Hombres;2002;1.268
21043 Jabugo;Hombres;2001;1.272
21043 Jabugo;Hombres;2000;1.284
21043 Jabugo;Hombres;1999;1.299
21043 Jabugo;Hombres;1998;1.299
21043 Jabugo;Hombres;1997;""
21043 Jabugo;Hombres;1996;1.298
21043 Jabugo;Mujeres;2019;1.118
21043 Jabugo;Mujeres;2018;1.122
21043 Jabugo;Mujeres;2017;1.130
21043 Jabugo;Mujeres;2016;1.123
21043 Jabugo;Mujeres;2015;1.121
21043 Jabugo;Mujeres;2014;1.146
21043 Jabugo;Mujeres;2013;1.155
21043 Jabugo;Mujeres;2012;1.164
21043 Jabugo;Mujeres;2011;1.187
21043 Jabugo;Mujeres;2010;1.195
21043 Jabugo;Mujeres;2009;1.194
21043 Jabugo;Mujeres;2008;1.205
21043 Jabugo;Mujeres;2007;1.223
21043 Jabugo;Mujeres;2006;1.247
21043 Jabugo;Mujeres;2005;1.249
21043 Jabugo;Mujeres;2004;1.260
21043 Jabugo;Mujeres;2003;1.266
21043 Jabugo;Mujeres;2002;1.268
21043 Jabugo;Mujeres;2001;1.274
21043 Jabugo;Mujeres;2000;1.274
21043 Jabugo;Mujeres;1999;1.292
21043 Jabugo;Mujeres;1998;1.291
21043 Jabugo;Mujeres;1997;""
21043 Jabugo;Mujeres;1996;1.297
21044 Lepe;Total;2019;27.431
21044 Lepe;Total;2018;""
21044 Lepe;Total;2017;""
21044 Lepe;Total;2016;""
21044 Lepe;Total;2015;""
21044 Lepe;Total;2014;""
21044 Lepe;Total;2013;""
21044 Lepe;Total;2012;""
21044 Lepe;Total;2011;""
21044 Lepe;Total;2010;""
21044 Lepe;Total;2009;""
21044 Lepe;Total;2008;""
21044 Lepe;Total;2007;""
21044 Lepe;Total;2006;""
21044 Lepe;Total;2005;""
21044 Lepe;Total;2004;""
21044 Lepe;Total;2003;""
21044 Lepe;Total;2002;""
21044 Lepe;Total;2001;""
21044 Lepe;Total;2000;""
21044 Lepe;Total;1999;""
21044 Lepe;Total;1998;""
21044 Lepe;Total;1997;""
21044 Lepe;Total;1996;""
21044 Lepe;Hombres;2019;14.027
21044 Lepe;Hombres;2018;13.951
21044 Lepe;Hombres;2017;13.947
21044 Lepe;Hombres;2016;13.984
21044 Lepe;Hombres;2015;14.051
21044 Lepe;Hombres;2014;13.969
21044 Lepe;Hombres;2013;14.137
21044 Lepe;Hombres;2012;13.984
21044 Lepe;Hombres;2011;14.018
21044 Lepe;Hombres;2010;13.819
21044 Lepe;Hombres;2009;13.332
21044 Lepe;Hombres;2008;12.817
21044 Lepe;Hombres;2007;12.159
21044 Lepe;Hombres;2006;12.364
21044 Lepe;Hombres;2005;11.729
21044 Lepe;Hombres;2004;11.312
21044 Lepe;Hombres;2003;10.929
21044 Lepe;Hombres;2002;10.416
21044 Lepe;Hombres;2001;10.084
21044 Lepe;Hombres;2000;9.784
21044 Lepe;Hombres;1999;9.734
21044 Lepe;Hombres;1998;9.487
21044 Lepe;Hombres;1997;""
21044 Lepe;Hombres;1996;9.361
21044 Lepe;Mujeres;2019;13.404
21044 Lepe;Mujeres;2018;13.096
21044 Lepe;Mujeres;2017;12.984
21044 Lepe;Mujeres;2016;13.425
21044 Lepe;Mujeres;2015;13.624
21044 Lepe;Mujeres;2014;13.085
21044 Lepe;Mujeres;2013;13.269
21044 Lepe;Mujeres;2012;13.230
21044 Lepe;Mujeres;2011;13.223
21044 Lepe;Mujeres;2010;12.944
21044 Lepe;Mujeres;2009;12.554
21044 Lepe;Mujeres;2008;12.224
21044 Lepe;Mujeres;2007;11.448
21044 Lepe;Mujeres;2006;11.417
21044 Lepe;Mujeres;2005;10.980
21044 Lepe;Mujeres;2004;10.640
21044 Lepe;Mujeres;2003;10.294
21044 Lepe;Mujeres;2002;9.757
21044 Lepe;Mujeres;2001;9.499
21044 Lepe;Mujeres;2000;9.302
21044 Lepe;Mujeres;1999;9.261
21044 Lepe;Mujeres;1998;9.078
21044 Lepe;Mujeres;1997;""
21044 Lepe;Mujeres;1996;8.964
21045 Linares de la Sierra;Total;2019;263
21045 Linares de la Sierra;Total;2018;""
21045 Linares de la Sierra;Total;2017;""
21045 Linares de la Sierra;Total;2016;""
21045 Linares de la Sierra;Total;2015;""
21045 Linares de la Sierra;Total;2014;""
21045 Linares de la Sierra;Total;2013;""
21045 Linares de la Sierra;Total;2012;""
21045 Linares de la Sierra;Total;2011;""
21045 Linares de la Sierra;Total;2010;""
21045 Linares de la Sierra;Total;2009;""
21045 Linares de la Sierra;Total;2008;""
21045 Linares de la Sierra;Total;2007;""
21045 Linares de la Sierra;Total;2006;""
21045 Linares de la Sierra;Total;2005;""
21045 Linares de la Sierra;Total;2004;""
21045 Linares de la Sierra;Total;2003;""
21045 Linares de la Sierra;Total;2002;""
21045 Linares de la Sierra;Total;2001;""
21045 Linares de la Sierra;Total;2000;""
21045 Linares de la Sierra;Total;1999;""
21045 Linares de la Sierra;Total;1998;""
21045 Linares de la Sierra;Total;1997;""
21045 Linares de la Sierra;Total;1996;""
21045 Linares de la Sierra;Hombres;2019;127
21045 Linares de la Sierra;Hombres;2018;129
21045 Linares de la Sierra;Hombres;2017;133
21045 Linares de la Sierra;Hombres;2016;132
21045 Linares de la Sierra;Hombres;2015;140
21045 Linares de la Sierra;Hombres;2014;115
21045 Linares de la Sierra;Hombres;2013;123
21045 Linares de la Sierra;Hombres;2012;146
21045 Linares de la Sierra;Hombres;2011;150
21045 Linares de la Sierra;Hombres;2010;148
21045 Linares de la Sierra;Hombres;2009;150
21045 Linares de la Sierra;Hombres;2008;155
21045 Linares de la Sierra;Hombres;2007;162
21045 Linares de la Sierra;Hombres;2006;152
21045 Linares de la Sierra;Hombres;2005;140
21045 Linares de la Sierra;Hombres;2004;144
21045 Linares de la Sierra;Hombres;2003;145
21045 Linares de la Sierra;Hombres;2002;142
21045 Linares de la Sierra;Hombres;2001;149
21045 Linares de la Sierra;Hombres;2000;153
21045 Linares de la Sierra;Hombres;1999;150
21045 Linares de la Sierra;Hombres;1998;146
21045 Linares de la Sierra;Hombres;1997;""
21045 Linares de la Sierra;Hombres;1996;143
21045 Linares de la Sierra;Mujeres;2019;136
21045 Linares de la Sierra;Mujeres;2018;133
21045 Linares de la Sierra;Mujeres;2017;134
21045 Linares de la Sierra;Mujeres;2016;134
21045 Linares de la Sierra;Mujeres;2015;132
21045 Linares de la Sierra;Mujeres;2014;115
21045 Linares de la Sierra;Mujeres;2013;121
21045 Linares de la Sierra;Mujeres;2012;140
21045 Linares de la Sierra;Mujeres;2011;147
21045 Linares de la Sierra;Mujeres;2010;147
21045 Linares de la Sierra;Mujeres;2009;149
21045 Linares de la Sierra;Mujeres;2008;150
21045 Linares de la Sierra;Mujeres;2007;159
21045 Linares de la Sierra;Mujeres;2006;156
21045 Linares de la Sierra;Mujeres;2005;155
21045 Linares de la Sierra;Mujeres;2004;159
21045 Linares de la Sierra;Mujeres;2003;155
21045 Linares de la Sierra;Mujeres;2002;151
21045 Linares de la Sierra;Mujeres;2001;158
21045 Linares de la Sierra;Mujeres;2000;163
21045 Linares de la Sierra;Mujeres;1999;159
21045 Linares de la Sierra;Mujeres;1998;154
21045 Linares de la Sierra;Mujeres;1997;""
21045 Linares de la Sierra;Mujeres;1996;158
21046 Lucena del Puerto;Total;2019;3.371
21046 Lucena del Puerto;Total;2018;""
21046 Lucena del Puerto;Total;2017;""
21046 Lucena del Puerto;Total;2016;""
21046 Lucena del Puerto;Total;2015;""
21046 Lucena del Puerto;Total;2014;""
21046 Lucena del Puerto;Total;2013;""
21046 Lucena del Puerto;Total;2012;""
21046 Lucena del Puerto;Total;2011;""
21046 Lucena del Puerto;Total;2010;""
21046 Lucena del Puerto;Total;2009;""
21046 Lucena del Puerto;Total;2008;""
21046 Lucena del Puerto;Total;2007;""
21046 Lucena del Puerto;Total;2006;""
21046 Lucena del Puerto;Total;2005;""
21046 Lucena del Puerto;Total;2004;""
21046 Lucena del Puerto;Total;2003;""
21046 Lucena del Puerto;Total;2002;""
21046 Lucena del Puerto;Total;2001;""
21046 Lucena del Puerto;Total;2000;""
21046 Lucena del Puerto;Total;1999;""
21046 Lucena del Puerto;Total;1998;""
21046 Lucena del Puerto;Total;1997;""
21046 Lucena del Puerto;Total;1996;""
21046 Lucena del Puerto;Hombres;2019;1.757
21046 Lucena del Puerto;Hombres;2018;1.778
21046 Lucena del Puerto;Hombres;2017;1.662
21046 Lucena del Puerto;Hombres;2016;1.635
21046 Lucena del Puerto;Hombres;2015;1.599
21046 Lucena del Puerto;Hombres;2014;1.596
21046 Lucena del Puerto;Hombres;2013;1.359
21046 Lucena del Puerto;Hombres;2012;1.592
21046 Lucena del Puerto;Hombres;2011;1.632
21046 Lucena del Puerto;Hombres;2010;1.328
21046 Lucena del Puerto;Hombres;2009;1.378
21046 Lucena del Puerto;Hombres;2008;1.443
21046 Lucena del Puerto;Hombres;2007;1.364
21046 Lucena del Puerto;Hombres;2006;1.120
21046 Lucena del Puerto;Hombres;2005;1.191
21046 Lucena del Puerto;Hombres;2004;1.207
21046 Lucena del Puerto;Hombres;2003;1.037
21046 Lucena del Puerto;Hombres;2002;1.078
21046 Lucena del Puerto;Hombres;2001;1.128
21046 Lucena del Puerto;Hombres;2000;1.167
21046 Lucena del Puerto;Hombres;1999;1.160
21046 Lucena del Puerto;Hombres;1998;1.124
21046 Lucena del Puerto;Hombres;1997;""
21046 Lucena del Puerto;Hombres;1996;1.117
21046 Lucena del Puerto;Mujeres;2019;1.614
21046 Lucena del Puerto;Mujeres;2018;1.617
21046 Lucena del Puerto;Mujeres;2017;1.538
21046 Lucena del Puerto;Mujeres;2016;1.511
21046 Lucena del Puerto;Mujeres;2015;1.447
21046 Lucena del Puerto;Mujeres;2014;1.419
21046 Lucena del Puerto;Mujeres;2013;1.241
21046 Lucena del Puerto;Mujeres;2012;1.532
21046 Lucena del Puerto;Mujeres;2011;1.570
21046 Lucena del Puerto;Mujeres;2010;1.331
21046 Lucena del Puerto;Mujeres;2009;1.381
21046 Lucena del Puerto;Mujeres;2008;1.419
21046 Lucena del Puerto;Mujeres;2007;1.260
21046 Lucena del Puerto;Mujeres;2006;1.055
21046 Lucena del Puerto;Mujeres;2005;1.092
21046 Lucena del Puerto;Mujeres;2004;1.103
21046 Lucena del Puerto;Mujeres;2003;988
21046 Lucena del Puerto;Mujeres;2002;1.019
21046 Lucena del Puerto;Mujeres;2001;1.047
21046 Lucena del Puerto;Mujeres;2000;1.070
21046 Lucena del Puerto;Mujeres;1999;1.083
21046 Lucena del Puerto;Mujeres;1998;1.067
21046 Lucena del Puerto;Mujeres;1997;""
21046 Lucena del Puerto;Mujeres;1996;1.063
21047 Manzanilla;Total;2019;2.135
21047 Manzanilla;Total;2018;""
21047 Manzanilla;Total;2017;""
21047 Manzanilla;Total;2016;""
21047 Manzanilla;Total;2015;""
21047 Manzanilla;Total;2014;""
21047 Manzanilla;Total;2013;""
21047 Manzanilla;Total;2012;""
21047 Manzanilla;Total;2011;""
21047 Manzanilla;Total;2010;""
21047 Manzanilla;Total;2009;""
21047 Manzanilla;Total;2008;""
21047 Manzanilla;Total;2007;""
21047 Manzanilla;Total;2006;""
21047 Manzanilla;Total;2005;""
21047 Manzanilla;Total;2004;""
21047 Manzanilla;Total;2003;""
21047 Manzanilla;Total;2002;""
21047 Manzanilla;Total;2001;""
21047 Manzanilla;Total;2000;""
21047 Manzanilla;Total;1999;""
21047 Manzanilla;Total;1998;""
21047 Manzanilla;Total;1997;""
21047 Manzanilla;Total;1996;""
21047 Manzanilla;Hombres;2019;1.092
21047 Manzanilla;Hombres;2018;1.056
21047 Manzanilla;Hombres;2017;1.057
21047 Manzanilla;Hombres;2016;1.058
21047 Manzanilla;Hombres;2015;1.065
21047 Manzanilla;Hombres;2014;1.072
21047 Manzanilla;Hombres;2013;1.082
21047 Manzanilla;Hombres;2012;1.153
21047 Manzanilla;Hombres;2011;1.175
21047 Manzanilla;Hombres;2010;1.196
21047 Manzanilla;Hombres;2009;1.192
21047 Manzanilla;Hombres;2008;1.192
21047 Manzanilla;Hombres;2007;1.218
21047 Manzanilla;Hombres;2006;1.182
21047 Manzanilla;Hombres;2005;1.194
21047 Manzanilla;Hombres;2004;1.208
21047 Manzanilla;Hombres;2003;1.216
21047 Manzanilla;Hombres;2002;1.223
21047 Manzanilla;Hombres;2001;1.246
21047 Manzanilla;Hombres;2000;1.237
21047 Manzanilla;Hombres;1999;1.238
21047 Manzanilla;Hombres;1998;1.252
21047 Manzanilla;Hombres;1997;""
21047 Manzanilla;Hombres;1996;1.260
21047 Manzanilla;Mujeres;2019;1.043
21047 Manzanilla;Mujeres;2018;1.023
21047 Manzanilla;Mujeres;2017;1.019
21047 Manzanilla;Mujeres;2016;1.036
21047 Manzanilla;Mujeres;2015;1.043
21047 Manzanilla;Mujeres;2014;1.046
21047 Manzanilla;Mujeres;2013;1.060
21047 Manzanilla;Mujeres;2012;1.117
21047 Manzanilla;Mujeres;2011;1.125
21047 Manzanilla;Mujeres;2010;1.151
21047 Manzanilla;Mujeres;2009;1.149
21047 Manzanilla;Mujeres;2008;1.169
21047 Manzanilla;Mujeres;2007;1.185
21047 Manzanilla;Mujeres;2006;1.173
21047 Manzanilla;Mujeres;2005;1.190
21047 Manzanilla;Mujeres;2004;1.213
21047 Manzanilla;Mujeres;2003;1.216
21047 Manzanilla;Mujeres;2002;1.245
21047 Manzanilla;Mujeres;2001;1.272
21047 Manzanilla;Mujeres;2000;1.267
21047 Manzanilla;Mujeres;1999;1.269
21047 Manzanilla;Mujeres;1998;1.267
21047 Manzanilla;Mujeres;1997;""
21047 Manzanilla;Mujeres;1996;1.263
21048 Marines, Los;Total;2019;396
21048 Marines, Los;Total;2018;""
21048 Marines, Los;Total;2017;""
21048 Marines, Los;Total;2016;""
21048 Marines, Los;Total;2015;""
21048 Marines, Los;Total;2014;""
21048 Marines, Los;Total;2013;""
21048 Marines, Los;Total;2012;""
21048 Marines, Los;Total;2011;""
21048 Marines, Los;Total;2010;""
21048 Marines, Los;Total;2009;""
21048 Marines, Los;Total;2008;""
21048 Marines, Los;Total;2007;""
21048 Marines, Los;Total;2006;""
21048 Marines, Los;Total;2005;""
21048 Marines, Los;Total;2004;""
21048 Marines, Los;Total;2003;""
21048 Marines, Los;Total;2002;""
21048 Marines, Los;Total;2001;""
21048 Marines, Los;Total;2000;""
21048 Marines, Los;Total;1999;""
21048 Marines, Los;Total;1998;""
21048 Marines, Los;Total;1997;""
21048 Marines, Los;Total;1996;""
21048 Marines, Los;Hombres;2019;212
21048 Marines, Los;Hombres;2018;215
21048 Marines, Los;Hombres;2017;213
21048 Marines, Los;Hombres;2016;206
21048 Marines, Los;Hombres;2015;136
21048 Marines, Los;Hombres;2014;139
21048 Marines, Los;Hombres;2013;145
21048 Marines, Los;Hombres;2012;166
21048 Marines, Los;Hombres;2011;174
21048 Marines, Los;Hombres;2010;177
21048 Marines, Los;Hombres;2009;177
21048 Marines, Los;Hombres;2008;173
21048 Marines, Los;Hombres;2007;168
21048 Marines, Los;Hombres;2006;159
21048 Marines, Los;Hombres;2005;162
21048 Marines, Los;Hombres;2004;164
21048 Marines, Los;Hombres;2003;163
21048 Marines, Los;Hombres;2002;161
21048 Marines, Los;Hombres;2001;163
21048 Marines, Los;Hombres;2000;162
21048 Marines, Los;Hombres;1999;159
21048 Marines, Los;Hombres;1998;161
21048 Marines, Los;Hombres;1997;""
21048 Marines, Los;Hombres;1996;164
21048 Marines, Los;Mujeres;2019;184
21048 Marines, Los;Mujeres;2018;187
21048 Marines, Los;Mujeres;2017;180
21048 Marines, Los;Mujeres;2016;178
21048 Marines, Los;Mujeres;2015;137
21048 Marines, Los;Mujeres;2014;141
21048 Marines, Los;Mujeres;2013;147
21048 Marines, Los;Mujeres;2012;165
21048 Marines, Los;Mujeres;2011;173
21048 Marines, Los;Mujeres;2010;178
21048 Marines, Los;Mujeres;2009;181
21048 Marines, Los;Mujeres;2008;176
21048 Marines, Los;Mujeres;2007;161
21048 Marines, Los;Mujeres;2006;161
21048 Marines, Los;Mujeres;2005;167
21048 Marines, Los;Mujeres;2004;163
21048 Marines, Los;Mujeres;2003;166
21048 Marines, Los;Mujeres;2002;165
21048 Marines, Los;Mujeres;2001;161
21048 Marines, Los;Mujeres;2000;166
21048 Marines, Los;Mujeres;1999;167
21048 Marines, Los;Mujeres;1998;159
21048 Marines, Los;Mujeres;1997;""
